,text,Label
934,"o data la 500 de ani imi iau si eu ceva de la mc si niciodata nu exista sa nu mi greseasca comanda.... am comandat big tasty chicken fara bacon, am ajuns acasa, mi l au facut doar cu bacon fara pui =))))))) bag pl",0
2612,"De vară :)  mici, fără bere #happy #danielosmanovici #beard #nissan #370z #toy #experience , Romania",2
862,"Ce avem noi aicea? O elevă care a terminat liceul cu 10, studentă la medicină care nu cunoaște definiția plagiatului!",0
1833,"România e pe cai mari. Prezintă P5 Quad la MWC 2013, Barcelona.",2
316,"Dacă prima ta măsură, după ce ăia protestează de trei săptămâni, timp în care i-ai ignorat, este să îi calci în picioare cu caii, ești un jeg.",0
2524,role copii in Romania anul acesta - se aprovisioneaza sau nu? in germania sunt deja in magazine,0
3557,30 ponturi fotbal  pentru biletul zilei,1
1541,"ești un papagal idiot! Marș, boule!",0
3288,"#UCL Fotbal: Liga Campionilor - # (#BayernMunchen), indisponibil pentru meciul retur cu #",1
2636,Moment istoric pentru . Compania lui  a depăşit  şi devine cea mai valoroasă companie din industria auto,2
2987,Am folosit resourceul asta. E super simplu si are visuals sa iti fie mai usor. Foloseste  Training pentru exercitii (no equip). Te intereseaza procentajul de grasime nu BMI sau kg,1
3730,🇹🇩 Încă așteptăm oficial  în România!,1
1102,Conducerea  Argeş a luat „pulsul” organizaţiilor locale …,1
1379,"Asta ca sa avem o idee cât de puternica a ajuns China. Noi încă mai radem de “chinezărie ieftină din plastic”, dar ei au tăcut și au făcut încetul cu încetul, ca picătura chinezeasca și acum sunt prima putere mondiala. SUA și-a",0
2272,La  e un baiat care urla in microfon ca are reduceri la jucarii timp de 2 minute...,0
2466,Ca tot imi era un dor nebun de mancarea de la  fac de cap acum cat mai pot manca orice... …,2
737,"Bătrânețea, a doua copilărie a oricărui om.",1
518,"Domnul  , cu toate că din punct de vedere politic nu a făcut nişte decizii inspirate, este un bun specialist / Pe mină mă interesează să colaborez cu buni specialişti / Vor de la  şi  să vină la noi, sunt bineveniţi",2
2472,DLNA-ul de la  (Allshare) e ca un porc ce trebuie gadilat foarte fin ca sa poata functiona...,0
2823,"se extinde în România, după ce a cumpărat  (Iași), firmă specializată în inginerie și design software pentru telefoane.",1
3764,Misiune spectaculoasă: o navă  va coborî pe un asteroid pentru a lua probe,1
481,buna va multumesc ptr tot ptr ca m ati sprininit mereu sunt recunoscatoare va iubesc,2
1397,Ca acasă <|EMAIL|>,2
1751,Cum ar fi ca  sa se laude cu audienta de la inviere,0
1457,Daca nu-i mai place dero,0
1715,straluceste printre randuri cu #spiritulfarmec,2
2314,80 de reparatori din retelele autorizate  implementeaza o solutie mobila de la,1
1162,mama coaie ma bucur să văd români care joacă aqw,2
3697,"reprezentant  : Europa, viitorul tău este în joc. Aveți un rol decisiv în lumea tehnologiei de mâine",1
1841,Mic dejun pt o zi frumoasă #micdejun #dorna #croissant  Cafe,2
1532,am fost pana la profi dupa fructe🥰,2
200,"“Adevăratul trend digital este cocalarizarea metaversului! Bă dispari că te disrup, I’m the disruptive boss of the piața lu marchet de la Bolintyne.” (contributor anonim)",0
2652,Roșu sau galben? Orice ar fi se știe că binile învinge! Poze frumoase să fie :) #canon #nikon #camera…,2
2467,"Când pleci în vacanţa de iarnă, ai nevoie de sportivitate, confort şi spaţiu. #BMW #3series…",2
1834,este acum al treilea mare producător smarphone din lume,2
1216,"PPS 8  Deci,BOLESNITA de Ioneci,strica,orice fel de piine si multe,extrem de multe,mezeluri si  s-o ia,,stiu,ca ea,nu poate sa Fabrice nimic,nici macar Caparol, poate doar sa STRICE si e MINDRA,ca poate sa faca rau.",0
3516,„Caravana cu medici” ajunge pe Valea Slănicului. Teste medicale gratuite pentru femei -  medici” ajunge pe Valea Slănicului. Teste medicale gratuite pentru femei„Caravana cu medici” ajunge pe Valea Slănicului. Teste medicale gratuite pentru femei,1
25,"Suflet frumos  , iubesc melodiile tale și le voi iubi atât cât voi avea suflare 🪗🥁🎸🎹🎻🎼🎤♥️🤗 Try watching videos on 헨리(HENRY) channel!",2
1035,Mulțumesc pentru calitatea informațiilor . Sunt de mare ajutor #,2
1164,"Da,măi băiete! Pe principiul că dacă totuși e ziua ta, nu apari la TV să înjuri că ai pierdut meciul. Și dai vina pe arbitru,pe conspirații. Jucătorul tău a dat un cot pervers în coastele adversarului! A fost văzut! Și are nerușinare să latre pentru că e Regele. Jalnic... …",0
1369,Se întamplă „acasă” la  ! Pericol major în Craiova: Suntem otrăviți zilnic!...,0
2194,Un produs pus în vânzare de  infectat cu SALMONELLA. Clienții sunt în pericol,0
3254,Nici 10 campanii publicitare plătite de  nu vor spăla imaginile astea.,1
2131,Doi angajați ai companiei  au fost depistați pozitiv cu noul coronavirus,1
660,Cine sunt constructorii selectați pentru tronsoanele de la Ploiești la Buzău ale autostrăzii A7 …,1
1966,La femeile care tasteaza cate o tasta si o cauta pe cealalta <|EMAIL|>  ),0
1325,"De fiecare dată când am un sentiment mai ciudat despre o persoană, chiar am dreptate. 🤦‍♀️😒",0
754,Misterioasa civilizație din Tiahuanaco a trăit acum  ani …,1
3243,Ia sa vedem ceva femei din Brăila sau Galați,1
2769,"Pentru persoana care a pierdut un ghiozdan Nike albastru cu negru in 122: contacteaza , eu l-am predat soferului.",1
2695,"Noaptea bântuiţilor de promoţii la . Câştigă un BMW Seria 3: În această noapte, la  ai promoţii de-a d...",2
3808,Reteta zilei: Piept de pui la gratar cu miere si mustar,1
1871,Ăstora le curge apa în showroom. Stau cu gălețile :))) <|EMAIL|> Bucuresti Nord),0
3666,merge mai bine decat wifiu de la digi,1
2338,din același motiv pentru care unii cumpără BMW din 2000: pentru pot sau sunt importanți,0
841,"Testele rapide antigen sunt puse la dispoziția farmaciilor, gratuit, prin  . …",1
1199,"Nu prea ai cum sa lupti decat cu vorbe. Se tem si de vorbe, la un moment dat o sa inchida si internetul.",0
1982,Încet încet ne luam adio de la Nokia. Ultimele zile... <|EMAIL|> Logistic),0
2357,Un mercedes a dat peste un bastinas burtos pe Plevnei. Tiganii au sarit imediat pe sofer,0
3690,"a debutat în grupele Europa League cu o victorie în deplasare, 2-0 cu",1
2436,"în fruntea industriei de securitate la testele independente internaționale: , liderul ...",2
344,Năut cu carne ca la Racovăț / „Ghidul bucatelor tradiţionale din raionul Soroca” …,1
2609,"a prezentat noua colectie de televizoare din 2014 cu cele mai avansate modele OLED, ULTRA HD si LED",1
3234,Și eventual sa fie interzisă apariția a atâtor femei despuiate în spațiul virtual,1
3343,s-a întâlnit cu suporterii echipelor de fotbal din Timișoara pentru a discuta despre construcția noului stadion al orașului,1
881,își dorește să ajungă în juriu la „Românii au talent” …,2
3489,Arhive parfumuri barbati originale - shop-butic magazin,1
3741,Mesajul lui  pentru proprietarii de BMW!,1
1387,Salvamontiștii desfășoară o acțiune de salvare a doi schiori rătăciți la Voineasa …,0
965,"Mişto!  Am slujit în Galați, Sibiu, Bucureşti Sectorul 1, Constanța, Braşov, Piteşti, şi Bucureşti Sectorul 5.  There is still a TON of research that needs to be done into Romania during WWII. If you are intereste",2
1745,bun asa. sa facem o paranglelie la . inainte de 29,2
1451,multumesc o sa incerc!,2
2511,"Pentru a fi si mai aproape de tine, luni, 30 aprilie, deschidem Nomasvello Auchan Titan! #new…",2
1389,Contrabandă cu alcool la Galați în piețe de 31 ani politia se complace asta e Romania de cicat furata,0
3447,"Legea privind terenul de la Romexpo, retrimisă de  în",1
3350,"Ca sa vezi cat de retard is. Mi-o cazut putin timp netu' si cum sa fac sa am in continuare muzica. Am deschis yt pe telefon, dar cand am vrut sa dau mai tare am gadilat butonul de la boxe.",1
1176,Este prea lacomă industria de medicamente? - …,0
802,"Municipiul Fălticeni, printre primele din Moldova în care se va construi o creșă prin CNI …",1
2693,"Io am găsit igienol și savo unde mă așteptam mai puțin, la Penny, unde am intrat într-o doară. Și drojdie!",2
1073,Mașina se alimentează cu combustibil și tu cu nervii mei,0
2945,2015 - ai scris pe Facebook despre fiul ( -telepatici ! ) meu că se droghează că vinde droguri .  (  -ne cunoaștem de undeva !? ) - bă las-o mai subțire !!,0
2648,"După cum știți, sondajele mint. Așa că alegerile le-a câștigat AKAI! Scuze, , dar ai fost un fel de  .",0
973,a căzut iubirea noastră ca mercur in retrograd,0
859,Vestea momentului pentru românii care stau la bloc. S-a anunțat acum: Ne-am săturat...,0
1430,Iar la muncă :( <|EMAIL|> Parc),0
2306,Pregătiri pentru zilele libere! :) #nailshop #beautystore #beautycosmetics #farmec  de…,2
2458,#DIGI #Mobil: Schimbare URIASA care BUCURA foarte Multi   #peblog #romania #2020 #news #stiri,2
380,"Dar nu a inceput razboiul, nicidecum! Mai ales ca este unul “clasic”😡 Se bat capeteniile si doar atat! …",0
2529,"Ce ma inebunesc dupa astia de stau cate 5 minute la bancomat, parca sunt la sala de jocuri! <|EMAIL|>",0
1852,"Nu știu de voi, dar eu azi îmi fac de lucru pe la  . :D …",2
2942,"Echipa , agresată de tăietorii de lemne din Valea Cernei. Jurnaliştii, ”sechestraţi” în pădure la filmarea unui documentar despre mafia lemnului.  prin",0
2647,"Ce urât <|EMAIL|> ""40% dintre posesorii de card din Romania il tin acasa in sertar, sa fie in siguranta"" -  ,  """,0
1260,"În lume, temperatura cea mai scăzută a fost înregistrată ofivial la staţia Vostok din Antarctica, atunci când termometrele au arătat °C.",1
2186,"Acum, Sibiul are si mai mult #farmec pentru ca s-a deschis primul magazin  ,…",2
3317,"Deputatul ,  , mesaj din : stimați colegi parlamentari ,  vă invit să colaborăm în interesul românilor!",1
3282,#CopadelRey Fotbal: # a câştigat ediţia 2019-2020 a Cupei Spaniei,1
2923,"Păltinișul parcă e și mai frumos când îi ataci serpentinele cu un BMW Seria 5 cu 265 de cai-putere sub capotă. , Sibiu, Romania ;igshid=1np0oz9mdzn9i",2
18,dezvăluiri despre mafia pariurilor! „Au intrat peste ei în case. A durat 24 de ore să anihileze rețeaua” …,0
1261,Analize Personale: CIVILIZAȚII AVANSATE ÎN PREISTORIE? …,1
460,DOAMNE o iubesc wtf rar vezi asa ceva la liceu 😭😭,2
3183,"Îmbunătățirea cadrului legal privind datele cu caracter personal, discutată la",1
1528,combinam cevaaa si am plecat:)) <|EMAIL|>,2
2072,asta cand o aparut aici? :) i like it :) #clujbrandstour <|EMAIL|> De Bere Ursus w/  ) [pic],2
854,Tensiunile Rusia – Ucraina ating noi cote maxime. Mutare teribilă făcută de  în plină criză...,0
243,"Și  și alții au spus că fiecare pasăre pe limba iei piere. Faptul că avem inamici la propriu în toate punctele cardinale e ceva oarecum ,,normal,,. Anormal e faptul că ne săpăm singuri prin parvenire, prostie și ignoranță dându le apă la moară...",0
1055,Si cei care mor din lipsa medicamentelor? Mental health? Joburi pierdute? I ai numarat tu ?,0
454,"Vara papuci cu sosete subtiri fara. Iarna papuci flocoși cu sosete flausate. Da, am incalzire in pardoseala. In living avem 23-24*. Ofer tuturor musafirilor papuci😅",2
2688,"Azi am constatat că telefonul meu trece pe snooze la o secundă după ce sună alarma. You suck a meatball, .",0
1773,a concediat femeile de servici. E dezastru in statii,0
971,_Official Te respect! Am admiratie pentru melodiile tale! In special pentru aceea inchinata mamei! Felicitaru!,2
3617,"Cine urmărește Americanizare pe telegram, dați un feedback: Să las știrile, așa enervante și negative cum sunt  sau Să bag mai mult pozitiv/neutru, plus știință?",1
3676,Targul de Craciun de la Sibiu era cotat drept unul dintre cele mai frumoase din Europa,1
3598,mi am dat seama ca ar trebui sa ma opresc din mancat cand sunt plina,1
1789,"în opinia mea, Canon e cel mai bun. Dar asta sunt eu.",2
611,Duminica fiului risipitor - Pilda fiului risipitor - perla întregii Biblii …,1
898,"malere are tot ce trb pentru a fi in finala eurovision: muzica aproape traditionala, e trupa cu instrumente, baieti cu par lung, big boobied woman, e fun, quirky, messy, suna bine, are Chitara electrica si acordeon in acelasi timp eu zic ca sunt destule",2
3214,respinge noul protocol medical și nu va relua competițiile de fotbal amator,1
2616,<|EMAIL|> : Clientii sunt mai deschisi spre inovatie (exemplu campania  #haisămâncămîmpreună) #futureofmedia13,2
3180,"VIDEO Fotbal:  # (#FCBotosani) - Băieţii sunt de admirat, din balon am ajuns în play-off",1
3142,"Chiar acum am terminat de băut un ceai de 3 lei și 50 bani la McDonald's-ul din Buzău, orașul meu adoptiv, și m-am urcat in autocarul care ma va duce la aeroportul Henri Coandă, Otopeni. Nu beau multe ceaiuri la , doar unul pe an. M-am simțit bine și în dimineața asta!",2
455,chiar e bun. nu stiu de unde a inceput chestia asta dar mananc asa de cand eram mica si face multa lume la mine in zona,2
808,O pistă de alergare din tartan va fi amenajată pe malul Crişului Repede în zona Sovata …,1
1435,Haos <|EMAIL|> in București),0
811,"Declaraţia de la Bucureşti, adoptată la primul forum european organizat de : Drepturile şi libertăţile fundamentale ale omului sunt valori supreme",1
197,"Eu te susțin ! In tot ce faci ! Și iubirea o susțin , la cote maxime ❤️❤️❤️",2
320,"im so sorry stef, daca vrei sa vorbesti cu cineva, eu sunt aici",2
2626,Așa arată curtea unde se află punctul de captare al apei carbogazoase Dorna #TaraDornelor #DupaNoi …,1
1070,Stai cuminte ..lasă-mă sa dorm liniștit la noapte! 😅,2
641,Cunosc teoria. A dezvoltat-o  și am citit cam tot ce a scris. Am însă motive puternice sa cred ca  exista și acționează și nu e o doar o specie avansata. O sa scriu un articol la mine pe blog și vi-l trimit. Aici nu am spațiu iar în RRM nu cred ca e cazul. 😊,1
356,la Românii Au Talent. Numai 8 anișori și este un geniu muzical,2
2984,"#News: Sunstinem planurile personale ale medicilor cu discounturi la imprumuturi noi sau refinantate de la alte banci, dar si cu alte beneficii, prin campania #WhiteBankingDays",2
2372,Happy day  Medical :-). Ziua de lucru e perfecta cand incepe cu rezultatele persoanelor venite…,2
131,"Chirii nesimțite de Cluj: 650 de euro pentru 2 camere, lângă o stradă aflată de prea mult timp în șantier",0
2119,unde pot gasi sacose de cumparaturi pe roti? la auchan nu mai au :-( #cluj,0
963,Frumoasa priveliste! Vacanta placuta  Sa te bucuri de soare! De plaja! Si de apa!,2
3748,anunță că vrea să candideze la președinția SUA.  anunță că îl susține,1
1881,Uitasem sa va zic: accident cu 4 masini pe podul de la Ikea,0
170,#Baschet | Victorie muncită pentru  în duelul de pe teren propriu cu  🏀🏀🏀,1
532,"Lupta pana la capat, durerea este temporara, triumful este etern.😁",2
616,Horoscop 20 Februarie 2022. Berbecii Ar Putea Să Face Ca Ziua De Astăzi Să Corespundă Dorinței Lor Profunde De Liniște …,1
1452,și comisionul pe orice,0
1490,La shopping :D <|EMAIL|> in București),2
797,Trucul genial care te scapă de mirosurile urâte de la canalizare în baie sau bucătărie. Uită de bicarbonat și oțet …,1
826,după participarea la consultările pe tema situaţiei din Ucraina: Trebuie să ne arătăm unitatea şi să continuăm să consolidăm capacităţile de descurajare şi de apărare ale  pe Flancul Estic,1
222,Ești urâtă cu spume și îmbrăcată ca de piață. Iar eu nu știu de ce primesc fotografii de la proaste.,0
1544,Noul BMW X6 e cam simpatic  Reșița,2
2471,Distracție de vară. #BMW #i8 #sportscar #future #pluginhybrid #petrolengine #electricengine…,2
2544,a publicat joi raportul preliminar al prăbușirii -ului 737 Ukraine International Airlines  la Teheran. #ps752,0
3444,Nu cred ca au voie sa asculte muzica de-asta în timpul postului.,1
1191,"Imi amintesc de armele de distrugere în masă pe care au spus că  le are în Irak ,după ce au distrus țara aia și au omorât mii de civili și-au cerut scuze !😡",0
1472,Sa petrecem ! :))#Ovidiu,2
2941,"cel mai dur şi puternic îndemn la vot: „Dacă ies tot ăştia, noi suntem cei mai proşti şi avem timp să facem meme pe Facebook“  #gatacugluma #neamsaturat",0
291,"daca nu-si baga mintile in cap, se va invecina doar cu China; la toate granitele...",0
2112,Castiga una dintre cele 10 licente “Bitdefender Total Security” pe   via ”,1
3211,"#Fotbal: , victorie categorică cu  (4-1) în Ligue 1",1
2660,"Hai ca se poate ! Si romanii sunt buni la ceva .Bravo celor de la  ,noul telefon x1 soul este genial .",2
793,Studentul cojocar: Povestea tânărului de doar 21 de ani din Bihor care confecţionează cojoace tradiţionale... …,1
9,buna va apreciez felul de a fi i mi place mult tot va iubesc,2
2394,Cam atat poate colegul .draghia sa faca cu noul Samsung Galaxy S6 Edge+ #flanco #samsung…,0
2283,Când ai fund în loc de cap și ești șef la  faci probe cu trenuri noi la oră de vârf!,0
2775,"Iute ca gândul ajunge coletul prin serviciul Red Code, până în ora 10AM a zilei următoare livrării expediției. 📍",2
1901,daca-s vandute direct de amazon nu prea vad sa fie falsuri.,2
2859,Primire cu salutul tunurilor cu apă pentru zborul  TK1044 cu ocazia aniversării a 26 de ani de operațiuni  în București.,1
3586,"Da', zici că manelele te zgârie pe urechi, da' a mâncat cineva mușcând din furculiță lângă tine?",1
1620,vezi?!?! De-aia nu cumpara Peetiq de la !,0
603,buna multumesc pt bunatatea pe care o exprimati va iubesc,2
1669,"de ce e așa ""faimos"", restaurantul acesta ()?",0
2704,"La , cand vine vorba de refuzul semnaturii digitale, fiecare filiala are proceduri dupa cum o taie capu'...",0
2999,Cea mai fresh poza de pe 2020! Facem 50K la ea? Multumesc iampanabogdan #colosquad #colomobilul #custom #tuning #opel #astra #gtc #opc #yeezy #y3 #footshop #promocode #colo #reducere la,2
2348,Am pornit în căutarea soarelui. #BMW #X1 #sportsactivityvehicle #allwheeldrive #xDrive…,2
3193,"Declaratie corecta in context. A fost intrebat ce se intampla daca noua lege a vaccinarii e aprobata in  cu prevederea vaccinarii obligatorii. Omul a raspuns. Daca vaccinarea devine obligatorie, prin lege, a zis ce t",1
2392,Brandurile de la care-ți cumperi hainele au lăsat milioane de oameni fără joburi #fashion,0
3228,Fotbal:  # (#LPF) - Încă nu suntem împăcaţi cu ideea că proiectul VAR durează 10 luni,1
3596,A 18-a zi de carantină. Duminica  nu am plecat de acasă ne-am uitat la biserica pe live si am mâncat sarmale.,1
2140,și  sunt cele mai puternice branduri în social media din România în 2020,2
1064,Ce urmează? Ai sa ii vezi pe ăștia care se întorc din bear in bull peste noapte și viceversa că-si fac conturi de only. Sunt niște stropitori pe aici pe Twitter de te doare capul 🤣🤣🤣,0
198,"Sa vedeti spatiul verde de la Jumbo-Brasov este plin de masti. Toti handicapatii cand urca in masini arunca mastile acolo,parcarea fiind plina cu cosuri de gunoi.  La fel zboara si din masini gunoaie, indiferent ca este centura sau autostrada.",0
1823,"Asa arata Spiritul Craciunului. <|EMAIL|> Courier in Cluj-Napoca, Cluj)",2
1054,"Ce telefoane, ce tablete ?  Asta da copilărie fericită !  🍉🍉🍉 😊📸🌺💖🌷🍁🦋",2
0,Negru: Românii sunt umiliți în Ucraina și noi nu facem nimic!,0
702,Orice echipă este un grup însă nu orice grup este o echipa.,1
1838,"Foarte amabili, rar mai vezi aşa ceva în Buc! :-) <|EMAIL|> 1Mai)",2
1156,18 Februarie va fi o zi foarte importantă pentru PlayStation …,1
2183,lanseaza aplicatia Streaming Radio Smart TV in Europa cu Radio NRJ / ENERGIE,1
1498,Astea de la  sunt foarte lente!,0
2092,"cea mai buna performanta in 2013, pe segmentul IMM, intre partenerii",2
2063,"După 7 ani de pierderi,  anunţă un profit de  milioane lei pentru 2019",2
3300,25 ponturi fotbal  pentru biletul zilei,1
2046,"La un eveniment , unde intelegem ca viitorul fotografiei este video :)",2
3768,se implică în lupta contra coronavirusului. Iginerii construiesc dispozitive medicale,1
3732,"Starlink, internetul care vine din cer  Iar acum, Starlink, serviciul prin care  și  vor să ofere internet întregii planete până în 2021, poate fi apogeul acestei ascensiuni.",1
1624,Colinda si daruieste! By  ! :-) <|EMAIL|> România),2
2834,"hello, as aprecia tare mult daca mi-ati trimite mesaje de avertisment si nu mi-ati suspenda abonamentul direct pt neplata.",0
3440,Naţionala de fotbal în sală s-a reunit la Timişoara pentru ultimele două jocuri din preliminariile EURO,1
1892,nice... RT : FT:  risca sa transforme  intr-un rival al sau,0
420,"a fost ales vicepreședinte , coordonator al regiunii Nord-Est …",1
1462,PLM partea a doua :( <|EMAIL|>  Mall),0
1615,condamnat la 2 ani si 4 luni in dosarul .,0
2162,"eu am card la bcr. Ei sunt de vina. Nu fac eu politie, ca de aia au comision",0
2366,"aceleași rafturi care în  și  sunt 165/180 de lei, în  sunt 125. #casăștiți #fuckingțeapă",0
66,"Si noi care ne-am suparat pe  , ca a facut vaccin sa decimeze omenirea,  pe  -un care isi etala armele, pe liliacul , pangolinul si  chinezul de la care s-a pornit Coronavirusul si cand colo, atat de aproape de noi, iaca marele urs se infoaie ...😡",0
1799,problema e că  nu mai testează cum trebuie software-ul,0
1786,Sa fie aripioare pentru toata lumea #lordofthewings,2
786,Eu stiam ca sunteti buni da nici chiar asa de buni,2
1286,O nouă zi de foc pentru salvatorii montani -  peste 100 de intervenţii în ultimele 24 de ore,1
1572,Imi schimb masina :) <|EMAIL|> Bucuresti Nord),2
1805,))) deja or bagat promotii si concursuri la coca-cola,2
3775,a reuşit pentru prima dată să ia mostre de pe un asteroid din Spaţiu,1
289,a publicat ghidul privind granturile de investiții pentru IMM-uri …,1
80,"Buna dimineata! ☕️Eu pe stil vechi, am rasnit cafeau, am facut-o ibric si acum ma bucur de o cafea cu caimac perfecta😉🙂",2
340,"Se zice ca in  sunt alocati doua MILIARDE de euro numa' pentru consultanta! , ministrul zero  de ce s-ar agita ca un spray zilele astea? Limbaj suburban,de centura...",0
406,Cei care obligați copiii de clasa a opta să învețe despre contragere și clitice - ce fumați?,0
2217,#6 reduceri masive la : televizoare de la 550 lei și laptop de top la ofertă,2
608,Da! Sunt abonat la Recorder. Este foarte bun reportajul ăsta și este important să înțelegem mai bine niște aspecte ale societății românești. Iar Clujul este unul dintre acele aspecte.,2
456,"Din toata inima - In sfarsit acasa -  - invitati:  ,  -  - …",2
2027,ofera 10 burse in valoare totala de  de lei pentru studentii de la…,1
1880,Tocmai am vizitat  si toata treaba Cu reducerile e o gluma.,0
1950,În curând pe site: recenzie zbor  cu  #starA330neo :). : Ştefan,1
1538,Bă ce tastatură mișto are Huawei...,2
2237,"A doua ""plimbare"" in cadrul proiectului ""Bucurestiul pas cu pas"" :) multumim  <|EMAIL|> Image)",2
818,O versiune economică la fereastra Overton.,1
762,🇷🇴 Mlaștină în ROMÂNIA  acoperită cu mușchi,1
916,DRAGOSTEA doi oameni liberi și fericiți ce merg împreună pe drumul vieții care în fiecare clipă se văd cu ochii sufletului unul pe altul ! #ErkanMeriç,2
2344,Sponsorul  consoleaza echipa  dupa infrangerea cu  din sferturile Cupei Agentiilor. :),0
3545,"a demisionat de la , după patru eșecuri consecutive",1
896,Zâna este magnifică! Dragostea este în luncă 😆,2
3221,30 ponturi fotbal  pentru biletul zilei,1
3614,"R. Moldova este un stat neutru și nu va adera la niciun bloc politico-militar, declarație",1
918,"Moda restaurantelor cu un singur preparat principal, reinventat în zeci de alte rețete. Trendul a început odată cu burgerii  #stiri #romania #Observator",2
1250,"N-am nimic cu , dar trebuie sa ai probleme grave la cap sa faci schimbarile alea, trebuie sa fii limitat, altfel eu nu imi pot explica. Vine  si te bate dupa ce la pauza trebuia sa fie cel putin 3-4 diferenta. In meciurile tari, e os.",0
2375,Mulţumim Ploieşti! #music #concert #collage #romania #ploiesti #instagram #samsung #hiq,2
3626,"Cind joci acasa in finala e bine sa joci ofensiv, sa sufoci adversaru. Meciu o parut a fi pe teren neutru",1
1869,Acer Aspire One cu Android OS doar la Cora :)) #funny #cora,2
2053,Se pare ca tot Bucurestiul a iesit azi sa dea o tura pe la  .... Wtf?!,0
186,"Conferință video – Smerenia, arta de a fi la locul tău ( )",1
1433,Imi era pofta la,2
3726,invitat în Egipt după un mesaj pe Twitter despre piramide construite de ''extratereştri'',1
3375,Cîţu anunţă că în şedinţa de  vor fi aprobate acte normative „care nu suportă amânare”. Printre ele...,1
3458,)normal că aștepți să te întrebe cineva ce-ai căutat la femei. ?,1
2266,Alegerea noastră pentru o evadare la munte. #BMW #X6 #M50d #allwheeldrive #xDrive…,2
173,"În patinajul artistic, scandalurile sunt non stop și nu țin cont de naționalitate. Remember  ? Alt tip de anomalie, de alt gen.",0
3649,"Pe  nu e. E live pe Youtube, Facebook și pe site. Nu știu dacă merită. E... diferit. Acum e emisiunea cu  ;  .",1
2708,si eu făceam roboti din pachete de țigări tzz :) RT : 50 Incredible Examples of Lego Creations and Artwork,2
2977,Lucuță Aurică furturi din  de Circa 45 de mii de euro ... “ el vrea dame de companii !?!? taci și mănâncă-ți fasolea acolo d’alea ieftine !!! “ . 2009 - bă vă pun capcane !!,0
2116,Portretul nostru de familie ikearomania #portretdefamilie #notfotounion,2
693,"Cursul valutar publicat de #BNM pt. 21 Feb 2022, este: 1 #EUR =  MDL si 1 #USD =  MDL - #cursvalutar, #cursbnm",1
1526,Nu vreau galbenuti! Nu vreau! <|EMAIL|> Floresti),0
259,Bine că măcar ai apucat să le faci fotografie! Apreciem.👏,2
575,Participarea premierului  la reuniunea Comitetului interministerial în domeniul energiei …,1
1501,Halealaaaaa #pizzahut,2
1970,O nouă politică de taxare a bagajelor suplimentare pe zborurile,1
2538,"Tocmai am dat 4 lei pe UN ardei gras, la  . Sper măcar să fie ardeiul vieții mele. #fuckDelhaize",0
2956,"Las ca nici alea straine gen Renault, Citroen, VW, BMW, FIAT, Skoda, etc nu stateau mai bine in anii aia. Toate erau niste cazane, pericol pe drumurile publice.",0
2848,Colindele cu care  doreste sa bucure calatorii se aud naspa dun cauza acusticii precare si pt ca volumul de dat la maximum...,0
1968,"LG Optimus Me P350, un smartphone cu Android care merită atenţie",2
776,Concurs pentru posturile vacante de directori și adjuncți din unitățile de învățământ preuniversitar.  anunță primele rezultate …,1
1306,"Reducerea costurilor energetice la  , printr-un proiect de reabilitare termică …",1
2094,am fost pe MTel Bulgaria pana dincolo de Calugareni! Traiasca  romania!!,2
2178,"Sunt de ceva ani pe aci. Îmi place, nasol ca sunt atât de mulți prinși de fb.",0
764,#Beijing2022 #JO2022 - #Curling: Marea Britanie a învins Japonia în finala feminină …,1
2043,Eram sigur că nord-coreenii neagă implicarea în scandalul  . #SonyHack,0
1103,"Gerul zilelor de iarnă poate fi îmblânzit cu ţinute vesele şi îndrăzneţe, pregătite să vă ajute să transformaţi fiecare zi într-o experienţă minunată. Fulare groase, pantaloni căptuşiţi, pulovere tricotate, cizme, mănuşi, paltoane şi geci, toate se vor ... …",2
3058,"N-am mai cumparat de ani de pe emag. Fac o simulare azi: 6 produse, circa 300 lei. 55 lei transportul. Produsele vin in 4 transe, zile diferite. Platesc transport separat pt fiecare tp. Asta nu e chiar cool, nu?",0
835,Poți rămâne fără banii de pe card! Lovitură totală pentru cei care au card la bancă. Este interzis să faci asta...,0
2481,"Știi că urmează să intri in rahat când nu mai e niciun coș la intrare <|EMAIL|> in Cluj-Napoca, Cluj)",0
1639,Cei mai posaci casieri aici ii gasesti. <|EMAIL|> ),0
1839,Instagram nu e compatibil cu Samsung Galaxy Tab 3. De ce?,0
56,"În această zi aniversară, dedic acest mini-videoclip acestui prieten bun, adică prietenul ""păsării de aur"", căruia îi urez din tot sufletul LA MULȚI, mulți ANI!!",2
1807,in parteneriat cu  lanseaza proiectul Smart Classroom,1
1003,Viitorul Europei: Cetățenii se vor reuni cu liderii politici în cadrul plenarei …,1
1597,"Paperwork :( <|EMAIL|> Transilvania -  in Cluj-Napoca, Cluj)",0
658,Studiu: A patra doză de vaccin anti-COVID-19 are un efect redus în protejarea faţă de infectarea cu varianta Omicron …,1
1507,face din nou surprize plăcute!,2
1010,"ȘEZĂTOAREA MĂRȚIȘORULUI, la Casa de Cultură din Mangalia |  : Vă aştept la ŞEZĂTOARE, ca să facem MĂRȚIŞOARE! - #.",1
1794,"Da, chiar a fost black friday <|EMAIL|> Courier in Cluj-Napoca, Cluj)",2
